row_id,filename,class,xmin,ymin,xmax,ymax,z_true,z_pred
14199,002635.txt,Car,700.71,179.01,743.91,213.19,33.24,34.63045
14200,002635.txt,Car,594.14,176.62,616.28,193.25,65.3,65.94151
14201,002636.txt,Car,518.61,177.56,579.84,221.1,26.17,26.707623
14202,002636.txt,Car,584.57,174.22,616.49,200.26,42.04,45.516487
14203,002636.txt,Pedestrian,800.54,167.41,810.54,201.63,37.11,37.961308
14204,002637.txt,Car,0.0,199.56,126.64,329.01,9.91,8.857379
14205,002637.txt,Car,423.39,183.44,490.23,226.08,24.84,28.505157
14206,002637.txt,Car,63.01,193.42,262.46,282.68,14.85,14.559092
14207,002637.txt,Car,231.61,190.59,341.39,244.72,20.57,22.272394
14208,002637.txt,Car,307.43,184.76,399.35,226.18,27.41,28.947788
14209,002637.txt,Car,659.33,173.72,689.78,198.75,41.72,47.1008
14210,002638.txt,Car,721.61,191.36,904.81,306.64,11.0,11.17921
14211,002638.txt,Car,0.0,198.21,206.37,373.19,6.99,6.249594
14212,002638.txt,Car,0.0,187.16,293.24,316.01,9.51,9.81626
14213,002638.txt,Car,34.69,192.33,330.64,292.92,11.54,12.185188
14214,002638.txt,Car,155.86,186.89,384.06,271.18,13.86,14.632666
14215,002638.txt,Car,261.2,180.3,426.9,246.87,18.74,19.024273
14216,002638.txt,Car,657.1,183.94,740.65,240.25,20.8,21.310623
14217,002638.txt,Car,361.78,184.06,497.46,230.18,24.45,25.796413
14218,002638.txt,Car,647.89,181.72,697.32,215.36,31.58,34.738895
14219,002638.txt,Car,378.39,180.76,484.6,223.99,27.03,28.116957
14220,002638.txt,Car,397.76,173.41,485.93,217.18,29.35,29.495533
14221,002638.txt,Car,632.25,174.29,662.0,200.55,50.99,45.90456
14222,002639.txt,Car,632.5,174.35,656.53,197.16,51.2,53.109
14223,002639.txt,Car,759.17,156.71,943.23,305.63,11.06,10.760967
14224,002639.txt,Car,873.35,188.14,1241.0,374.0,5.28,4.803655
14225,002639.txt,Car,703.88,172.77,780.35,238.13,20.83,20.256193
14226,002639.txt,Car,688.07,178.74,728.74,212.1,32.37,35.794384
14227,002640.txt,Pedestrian,818.03,161.11,879.03,355.01,7.05,7.1579623
14228,002640.txt,Pedestrian,244.87,161.29,339.87,362.63,6.93,6.874659
14229,002640.txt,Pedestrian,115.23,163.95,183.23,349.33,7.29,7.545336
14230,002640.txt,Pedestrian,1134.23,152.12,1237.0,373.0,5.24,4.809127
14231,002640.txt,Pedestrian,1096.42,143.26,1194.75,373.0,5.46,5.054347
14232,002640.txt,Pedestrian,623.64,159.1,652.64,242.64,16.88,15.873722
14233,002640.txt,Pedestrian,782.37,168.5,855.67,324.61,8.23,8.557528
14234,002640.txt,Pedestrian,738.39,167.36,777.39,299.31,9.78,9.575268
14235,002640.txt,Pedestrian,712.87,167.43,748.53,281.61,11.3,11.250656
14236,002640.txt,Pedestrian,773.39,158.64,838.77,268.47,12.29,11.700384
14237,002640.txt,Pedestrian,741.15,172.49,780.48,283.89,10.98,11.791506
14238,002640.txt,Pedestrian,794.32,155.68,844.92,244.77,15.3,15.4354725
14239,002640.txt,Car,540.57,168.42,595.77,211.09,28.74,31.090164
14240,002641.txt,Car,329.48,171.29,496.03,296.55,11.93,12.217922
14241,002641.txt,Cyclist,88.21,136.39,358.58,374.0,3.2,5.4668994
14242,002641.txt,Car,807.42,208.98,1241.0,374.0,4.58,4.693094
14243,002641.txt,Car,456.77,184.11,541.8,241.73,19.86,21.125618
14244,002641.txt,Car,633.29,176.01,671.42,207.14,36.71,38.388527
14245,002641.txt,Van,552.92,167.86,584.69,193.11,55.36,58.12413
14246,002642.txt,Car,508.93,182.9,561.94,219.3,32.22,31.624313
14247,002643.txt,Pedestrian,138.03,148.8,224.7,333.73,7.2,7.750606
14248,002644.txt,Car,577.47,171.86,639.68,228.56,22.41,23.118933
14249,002644.txt,Car,0.0,197.66,275.63,375.0,6.14,6.0195565
14250,002644.txt,Car,202.8,185.02,337.94,249.69,18.29,19.335669
14251,002644.txt,Van,313.97,126.53,482.51,263.88,16.35,16.66761
14252,002644.txt,Car,322.35,181.44,407.32,227.99,25.49,26.582176
14253,002644.txt,Car,471.31,173.14,529.92,218.69,27.89,27.696915
14254,002644.txt,Car,501.34,177.43,539.18,207.0,40.19,41.266834
14255,002644.txt,Misc,530.36,154.27,563.31,191.71,73.1,76.87748
14256,002645.txt,Truck,588.82,164.75,616.25,194.45,76.16,77.45592
14257,002645.txt,Car,0.0,201.18,64.89,254.23,22.15,22.874628
14258,002645.txt,Car,98.13,201.45,159.72,230.07,40.19,40.89058
14259,002645.txt,Car,936.11,178.06,1000.71,200.31,47.87,50.433907
14260,002646.txt,Car,587.45,183.76,617.38,207.79,40.54,47.955173
14261,002646.txt,Car,521.2,179.74,553.61,203.18,44.6,49.608448
14262,002646.txt,Car,0.0,188.34,173.74,374.0,2.7,6.049537
14263,002646.txt,Van,602.0,169.54,622.62,197.69,60.9,62.763554
14264,002647.txt,Car,407.26,190.18,601.82,292.78,11.93,12.3624525
14265,002647.txt,Car,296.6,190.6,527.39,288.78,13.5,12.924095
14266,002647.txt,Car,73.33,195.1,291.12,272.49,17.03,15.962105
14267,002647.txt,Car,0.0,185.04,165.0,265.27,18.93,17.115286
14268,002648.txt,Car,749.26,183.75,771.02,201.62,63.74,67.61513
14269,002648.txt,Pedestrian,498.74,180.18,511.25,211.37,38.19,43.644756
14270,002648.txt,Car,655.02,180.15,688.7,206.78,48.51,43.50472
14271,002649.txt,Pedestrian,738.98,173.38,782.19,245.33,17.94,17.024662
14272,002650.txt,Car,582.65,175.25,646.34,236.82,20.64,21.483284
14273,002650.txt,Tram,950.85,0.0,1241.0,326.12,4.48,10.085232
14274,002650.txt,Tram,797.74,38.49,1095.57,260.83,16.97,17.947788
14275,002650.txt,Tram,735.46,101.7,874.31,221.94,28.45,26.355717
14276,002650.txt,Tram,710.6,130.75,779.78,203.61,43.62,42.6587
14277,002650.txt,Tram,707.19,144.01,745.15,195.53,55.96,57.19014
14278,002651.txt,Pedestrian,536.74,163.08,591.4,324.89,7.35,8.204426
14279,002652.txt,Car,574.73,181.9,632.24,228.9,23.02,24.909695
14280,002652.txt,Car,0.0,173.42,223.58,374.0,6.7,5.49345
14281,002652.txt,Car,298.47,183.27,453.17,248.19,18.07,19.237152
14282,002652.txt,Car,358.93,185.41,484.21,237.1,21.04,23.060371
14283,002652.txt,Car,510.73,184.44,567.92,222.03,26.56,30.721737
14284,002652.txt,Van,684.9,124.47,850.92,271.29,14.75,15.630506
14285,002652.txt,Car,664.7,180.29,739.37,232.65,22.37,22.963093
14286,002652.txt,Car,629.45,179.89,655.56,200.27,51.23,55.385788
14287,002652.txt,Car,151.89,188.25,289.01,251.38,17.72,19.99699
14288,002652.txt,Van,241.26,159.38,367.59,234.97,22.52,24.17875
14289,002652.txt,Car,589.0,177.99,628.12,213.7,32.8,34.72433
14290,002652.txt,Car,122.12,182.31,219.14,224.68,24.57,28.899586
14291,002652.txt,Cyclist,58.33,182.78,109.66,228.22,24.44,24.022675
14292,002653.txt,Van,413.64,163.34,474.77,223.25,35.85,32.97123
14293,002653.txt,Car,575.26,184.7,592.57,197.96,72.27,73.46531
14294,002654.txt,Car,113.15,190.34,363.12,314.76,11.25,10.797134
14295,002654.txt,Cyclist,752.65,157.11,775.65,198.7,30.79,31.489172
14296,002655.txt,Car,515.84,170.26,559.03,212.13,36.59,35.618782
14297,002655.txt,Car,552.96,175.65,575.09,196.77,60.66,63.95695
14298,002656.txt,Car,0.0,187.79,137.74,273.61,15.87,14.938951
14299,002656.txt,Car,249.62,182.09,316.03,212.32,42.87,40.01531
14300,002656.txt,Car,378.38,178.63,417.66,201.15,54.66,55.87067
14301,002657.txt,Car,0.0,170.69,379.3,374.0,6.75,5.9781637
14302,002657.txt,Misc,679.37,182.69,725.51,232.96,24.8,26.262417
14303,002657.txt,Car,644.4,189.71,671.65,211.9,50.35,51.691334
14304,002658.txt,Car,583.66,176.1,613.07,202.61,41.26,46.132565
14305,002658.txt,Car,987.79,188.18,1241.0,374.0,4.01,3.3878179
14306,002658.txt,Car,846.33,177.2,984.04,251.21,16.09,16.783043
14307,002658.txt,Car,1150.84,181.21,1241.0,250.26,15.81,17.516827
14308,002658.txt,Car,676.46,172.26,789.84,212.18,28.96,29.436779
14309,002658.txt,Car,674.72,171.67,775.6,207.34,31.59,32.781223
14310,002658.txt,Car,659.41,172.88,743.8,202.1,39.06,39.160316
14311,002659.txt,Car,573.78,179.68,596.85,197.1,62.13,65.65542
14312,002660.txt,Car,104.88,194.63,336.49,259.53,16.66,17.890083
14313,002661.txt,Car,586.81,175.22,612.9,201.01,48.46,49.985363
14314,002661.txt,Car,391.46,178.73,447.89,216.15,34.55,33.861595
14315,002661.txt,Van,379.05,172.43,427.06,209.45,44.16,45.110428
14316,002661.txt,Van,483.15,170.87,509.93,197.22,67.32,68.80327
14317,002662.txt,Car,583.51,181.73,639.74,227.68,23.5,25.337387
14318,002662.txt,Car,90.82,186.16,350.61,332.3,9.21,9.811074
14319,002662.txt,Car,238.08,163.14,446.21,288.74,12.16,12.406188
14320,002662.txt,Car,362.22,185.95,505.62,246.35,19.11,20.059309
14321,002662.txt,Car,385.87,182.46,510.69,235.1,22.45,23.22306
14322,002662.txt,Car,443.05,183.75,528.98,219.53,30.23,32.02697
14323,002662.txt,Car,474.13,182.35,548.14,213.9,36.15,35.62254
14324,002662.txt,Van,704.85,139.3,876.89,276.96,15.45,14.615829
14325,002662.txt,Car,693.99,185.16,776.28,240.64,21.89,21.168034
14326,002662.txt,Car,658.13,184.45,693.82,212.11,39.7,41.88632
14327,002662.txt,Van,637.56,165.35,667.04,195.96,60.34,61.78851
14328,002662.txt,Car,590.26,179.45,626.9,211.37,36.51,38.055157
14329,002662.txt,Car,0.0,193.85,67.37,305.51,8.51,9.479956
14330,002662.txt,Car,0.0,183.8,144.76,249.72,18.59,19.971695
14331,002662.txt,Van,207.39,149.29,344.51,238.58,19.66,24.672413
14332,002662.txt,Car,132.11,176.8,240.88,228.43,25.6,25.616283
14333,002663.txt,Pedestrian,673.57,146.69,690.91,204.21,22.03,22.924896
14334,002663.txt,Pedestrian,277.45,137.77,311.45,258.52,11.62,11.91584
14335,002663.txt,Pedestrian,786.84,141.95,846.84,330.99,7.48,7.505881
14336,002663.txt,Pedestrian,784.79,135.37,850.12,295.75,8.52,8.751974
14337,002663.txt,Pedestrian,696.64,138.55,809.25,320.47,7.65,7.553753
14338,002663.txt,Pedestrian,709.04,143.33,779.37,341.19,7.01,7.2341504
14339,002663.txt,Pedestrian,548.87,141.53,583.54,227.16,15.21,15.758126
14340,002663.txt,Pedestrian,586.75,136.04,621.42,225.55,15.43,15.558142
14341,002663.txt,Pedestrian,549.38,140.75,580.05,217.78,17.18,17.397415
14342,002663.txt,Pedestrian,508.96,142.87,539.29,223.19,16.48,16.633255
14343,002663.txt,Pedestrian,572.04,145.51,588.71,209.9,19.17,19.904957
14344,002663.txt,Pedestrian,433.69,141.52,458.69,222.27,16.31,16.562126
14345,002663.txt,Pedestrian,456.42,147.44,478.75,217.32,16.91,18.370495
14346,002663.txt,Pedestrian,483.0,137.39,504.66,215.81,17.19,16.945782
14347,002663.txt,Van,0.0,0.0,267.69,369.0,3.69,3.9011517
14348,002664.txt,Truck,566.67,140.51,626.13,212.57,40.94,42.01475
14349,002664.txt,Car,393.02,186.98,429.58,208.13,57.25,57.267483
14350,002665.txt,Car,856.56,175.05,953.99,208.61,37.22,35.367046
14351,002666.txt,Pedestrian,651.24,145.73,675.25,202.49,22.33,22.701067
14352,002666.txt,Pedestrian,255.96,139.6,298.93,260.59,11.63,11.871059
14353,002666.txt,Pedestrian,878.42,136.32,967.12,369.0,5.87,5.7270684
14354,002666.txt,Pedestrian,790.39,145.5,885.92,369.0,5.99,6.100283
14355,002666.txt,Pedestrian,1050.0,140.45,1223.0,369.0,5.1,5.121182
14356,002666.txt,Pedestrian,1126.63,148.57,1223.0,369.0,5.17,5.1121144
14357,002666.txt,Pedestrian,809.74,153.22,845.89,229.0,18.01,18.106329
14358,002666.txt,Pedestrian,532.67,148.59,601.78,366.78,6.37,6.146419
14359,002666.txt,Pedestrian,577.98,159.45,628.05,330.45,7.21,7.8343487
14360,002666.txt,Pedestrian,625.2,142.02,683.32,330.82,7.45,7.4398756
14361,002666.txt,Pedestrian,680.07,168.91,730.6,319.75,7.79,8.54217
14362,002666.txt,Pedestrian,712.67,144.79,773.33,309.95,8.09,8.386079
14363,002666.txt,Pedestrian,780.76,157.4,844.66,315.51,7.81,8.504218
14364,002666.txt,Pedestrian,520.62,142.04,556.61,250.64,12.11,12.712591
14365,002666.txt,Pedestrian,581.71,147.4,633.02,248.71,12.18,13.63403
14366,002666.txt,Pedestrian,618.03,137.88,673.49,247.25,12.33,13.133104
14367,002666.txt,Pedestrian,677.58,141.51,734.22,245.14,12.49,13.44727
14368,002666.txt,Van,0.0,0.0,267.32,369.0,3.69,3.9029284
14369,002667.txt,Car,10.96,183.49,209.46,259.15,16.34,17.373539
14370,002667.txt,Car,853.89,177.2,1223.0,369.0,5.66,5.473535
14371,002667.txt,Car,747.48,180.65,906.02,290.16,11.56,11.976785
14372,002667.txt,Car,703.44,178.86,806.24,250.85,17.01,17.46133
14373,002667.txt,Car,686.71,177.71,753.47,227.43,23.49,24.559486
14374,002667.txt,Car,665.8,176.4,713.84,215.21,28.29,31.682026
14375,002667.txt,Car,550.22,174.94,575.06,193.51,56.42,61.406113
14376,002668.txt,Car,482.42,179.01,523.89,207.76,40.53,41.117107
14377,002669.txt,Car,587.69,189.71,668.48,218.13,39.67,40.991764
14378,002670.txt,Car,251.18,192.06,460.49,256.23,17.13,18.001114
14379,002670.txt,Car,709.28,174.94,971.94,264.54,13.11,13.78852
14380,002670.txt,Car,681.2,165.85,892.32,248.58,16.44,16.105217
14381,002670.txt,Car,372.49,186.36,495.68,227.09,27.68,28.262833
14382,002670.txt,Car,412.5,186.56,512.05,218.54,33.48,34.681126
14383,002671.txt,Pedestrian,990.14,142.47,1048.81,316.99,7.72,7.81095
14384,002672.txt,Car,690.91,183.35,721.75,208.7,46.65,45.319553
14385,002672.txt,Car,0.0,194.35,228.35,356.77,9.03,7.788681
14386,002672.txt,Car,165.68,169.46,369.08,290.18,13.63,12.658409
14387,002672.txt,Car,722.74,182.95,823.6,257.29,17.57,16.789495
14388,002672.txt,Car,629.0,183.08,666.36,208.79,45.55,45.273766
14389,002672.txt,Car,723.29,167.42,784.98,240.46,22.3,19.434143
14390,002673.txt,Car,0.0,218.18,256.19,374.0,2.14,5.0057597
14391,002673.txt,Car,675.25,167.69,784.07,247.06,15.88,17.503412
14392,002673.txt,Car,305.36,174.24,480.4,291.58,10.94,12.609058
14393,002673.txt,Car,841.2,154.1,1241.0,374.0,3.52,5.1958
14394,002673.txt,Car,638.65,169.24,676.99,201.46,32.92,38.7751
14395,002673.txt,Van,679.5,150.2,719.49,179.53,66.88,72.025085
14396,002674.txt,Car,0.0,208.91,279.11,367.44,9.12,5.5105367
14397,002674.txt,Car,216.37,198.26,374.94,289.47,14.0,14.351885
14398,002674.txt,Car,336.01,193.97,439.96,254.01,19.97,20.236345
14399,002674.txt,Car,917.95,141.51,1145.16,222.84,15.7,17.647156
14400,002674.txt,Car,893.95,141.82,1037.53,214.03,18.3,19.88301
14401,002674.txt,Car,843.01,146.8,988.67,209.16,20.61,21.404734
14402,002674.txt,Car,792.57,156.02,924.12,207.29,23.43,25.663221
14403,002674.txt,Car,418.39,188.31,489.16,230.65,27.41,27.92416
14404,002674.txt,Car,679.39,175.22,756.73,229.59,21.7,22.676277
14405,002674.txt,Car,667.57,173.74,722.31,219.15,27.25,27.925392
14406,002675.txt,Car,553.44,175.99,588.72,200.73,43.58,46.77521
14407,002676.txt,Car,463.88,183.61,532.54,203.96,50.76,51.95989
14408,002677.txt,Car,809.28,176.94,1033.94,326.0,9.71,9.344045
14409,002677.txt,Car,740.27,179.9,850.77,259.96,15.77,15.814475
14410,002677.txt,Car,573.1,171.58,624.28,207.14,38.05,35.626152
14411,002677.txt,Car,610.5,176.48,651.22,201.24,45.47,47.111565
14412,002677.txt,Car,673.12,175.36,700.27,192.77,61.05,64.31044
14413,002677.txt,Cyclist,711.5,169.44,728.08,210.16,32.51,33.493317
14414,002678.txt,Car,589.2,171.01,658.89,236.88,19.1,20.671669
14415,002678.txt,Car,1154.28,181.23,1241.0,374.0,4.23,3.6276336
14416,002678.txt,Car,903.53,152.62,1168.18,335.9,8.2,7.9944434
14417,002678.txt,Van,728.4,143.9,916.73,249.97,15.09,16.471779
14418,002678.txt,Car,689.81,168.05,808.35,221.02,22.34,23.571568
14419,002678.txt,Car,662.71,167.28,733.04,196.6,39.94,40.635303
14420,002678.txt,Car,655.9,169.09,704.43,191.53,50.69,52.522907
14421,002678.txt,Car,161.47,172.35,303.21,237.12,21.0,20.489607
14422,002678.txt,Van,359.7,134.93,469.35,223.23,27.4,28.20063
14423,002678.txt,Car,278.57,175.87,367.15,222.71,27.38,28.079351
14424,002678.txt,Car,353.46,181.54,415.06,212.01,34.3,38.09134
14425,002678.txt,Car,443.19,173.86,484.07,195.81,50.63,53.518368
14426,002678.txt,Car,466.08,169.2,496.11,193.16,57.09,49.111305
14427,002678.txt,Car,494.77,171.19,524.54,188.66,67.31,69.78907
14428,002678.txt,Car,202.6,179.45,274.22,218.29,28.93,35.19136
14429,002679.txt,Car,583.16,176.5,641.71,233.11,22.31,22.951462
14430,002679.txt,Car,669.63,179.24,707.76,210.45,35.08,38.08115
14431,002679.txt,Misc,852.33,160.41,876.1,188.95,56.32,56.990284
14432,002679.txt,Car,909.33,171.76,967.5,196.87,43.15,43.542065
14433,002679.txt,Car,952.47,163.25,1020.15,199.93,37.48,33.728973
14434,002679.txt,Misc,1009.61,147.1,1063.59,201.34,33.22,32.382076
14435,002680.txt,Pedestrian,208.53,167.42,285.28,331.5,7.26,8.048216
14436,002681.txt,Car,29.33,168.87,181.65,211.8,30.31,28.954744
14437,002681.txt,Truck,94.29,155.06,174.3,199.7,50.87,52.343246
14438,002681.txt,Car,598.22,169.39,672.66,198.16,39.22,40.688473
14439,002681.txt,Pedestrian,822.77,162.28,833.44,190.1,48.89,49.35278
14440,002681.txt,Car,758.81,157.45,800.74,188.94,53.07,50.886852
14441,002681.txt,Car,787.69,162.63,829.22,186.93,54.33,54.43655
14442,002681.txt,Car,824.54,164.66,879.43,186.42,54.05,53.40027
14443,002682.txt,Car,573.31,182.62,673.14,277.83,13.58,14.240249
14444,002682.txt,Car,250.94,199.87,325.61,233.37,34.24,36.690506
14445,002682.txt,Car,158.84,204.32,242.77,238.68,32.73,35.87711
14446,002682.txt,Car,375.6,193.36,428.77,220.68,42.15,43.313004
14447,002682.txt,Car,1027.49,186.61,1207.15,241.09,22.51,21.183544
14448,002682.txt,Car,322.67,196.31,370.85,220.17,49.46,48.405434
14449,002683.txt,Car,586.88,172.95,688.19,268.65,13.71,14.594658
14450,002683.txt,Van,1063.52,79.05,1241.0,374.0,4.6,4.0305743
14451,002683.txt,Car,767.3,167.96,979.04,276.61,11.92,12.255722
14452,002683.txt,Car,686.8,167.45,779.02,207.88,29.52,30.659775
14453,002683.txt,Car,669.03,170.94,728.99,199.22,40.58,44.227047
14454,002683.txt,Car,655.77,170.99,711.98,193.21,46.94,50.401745
14455,002683.txt,Car,0.0,178.78,63.5,282.82,10.65,10.793694
14456,002683.txt,Car,63.67,177.87,243.32,256.34,17.19,17.462847
14457,002683.txt,Car,242.64,184.72,345.3,230.19,23.92,26.923409
14458,002683.txt,Car,403.96,175.99,457.78,203.9,40.29,41.45982
14459,002683.txt,Car,436.6,170.23,475.86,199.95,46.39,42.435467
14460,002683.txt,Car,477.43,172.51,513.48,193.16,57.25,61.59334
14461,002683.txt,Car,522.28,172.93,556.53,188.33,69.53,74.47333
14462,002683.txt,Car,311.58,174.47,369.13,203.11,38.85,41.412964
14463,002683.txt,Car,0.0,180.9,108.17,242.8,18.64,20.505775
14464,002684.txt,Car,393.44,192.22,515.28,278.61,14.65,14.80359
14465,002684.txt,Car,559.04,166.94,583.27,191.71,60.27,58.07861
14466,002685.txt,Car,1023.64,231.36,1241.0,374.0,1.29,2.0675354
14467,002685.txt,Car,227.03,188.46,483.5,355.96,8.38,8.839204
14468,002685.txt,Car,522.04,173.69,583.53,221.04,28.15,26.651886
14469,002685.txt,Car,700.96,177.9,791.38,257.72,15.71,16.611868
14470,002685.txt,Cyclist,616.21,174.73,627.07,208.09,39.9,39.68078
14471,002685.txt,Car,691.29,186.98,756.44,240.76,20.57,23.136086
14472,002685.txt,Car,653.75,178.49,678.18,199.76,52.8,53.75101
14473,002686.txt,Cyclist,606.77,140.14,688.78,273.5,9.93,10.254517
14474,002686.txt,Car,876.76,111.88,917.21,140.79,45.44,43.850384
14475,002687.txt,Car,18.27,193.64,245.45,287.91,13.97,13.744543
14476,002687.txt,Tram,692.92,152.41,733.48,188.17,79.26,80.531425
14477,002687.txt,Car,244.09,176.87,360.22,246.61,20.71,20.767569
14478,002687.txt,Car,331.26,186.87,410.76,231.37,25.83,26.896664
14479,002687.txt,Car,376.14,178.5,448.21,223.27,30.65,28.374008
14480,002687.txt,Car,448.99,181.76,495.84,211.0,40.29,41.0565
14481,002687.txt,Car,474.33,181.45,513.52,206.42,45.47,47.770702
14482,002688.txt,Car,593.6,175.49,637.95,217.44,28.95,30.10593
14483,002688.txt,Car,928.34,158.16,1241.0,374.0,5.78,5.0777955
14484,002688.txt,Car,798.32,174.11,1058.15,316.12,9.56,9.561892
14485,002688.txt,Car,748.46,165.62,946.46,271.18,13.03,12.634502
14486,002688.txt,Car,736.34,175.76,880.34,247.97,16.76,17.459057
14487,002688.txt,Car,705.7,175.02,842.65,230.66,20.34,22.008492
14488,002688.txt,Car,517.92,179.16,541.45,194.91,65.6,74.01186
14489,002688.txt,Car,438.3,183.73,489.27,217.33,32.18,35.487457
14490,002688.txt,Car,670.43,172.88,762.96,209.92,31.02,31.940128
14491,002688.txt,Car,653.04,173.61,726.62,201.94,37.64,39.94325
14492,002688.txt,Van,639.61,168.29,698.55,195.39,52.41,54.515873
14493,002688.txt,Car,456.04,176.26,488.7,198.02,58.14,61.229015
14494,002688.txt,Car,434.37,177.32,455.58,193.8,66.23,70.81292
14495,002689.txt,Pedestrian,952.03,148.2,1037.7,307.22,8.46,8.582929
14496,002690.txt,Car,603.68,183.28,631.1,210.55,46.31,47.17509
14497,002690.txt,Cyclist,1163.53,79.34,1241.0,374.0,2.33,2.508587
14498,002690.txt,Pedestrian,1017.13,163.51,1141.06,374.0,3.95,4.972864
14499,002690.txt,Pedestrian,861.57,175.87,934.24,368.63,5.88,6.5164146
14500,002690.txt,Car,321.69,197.54,397.84,237.76,27.71,30.133152
14501,002690.txt,Cyclist,920.81,131.06,1188.85,374.0,5.01,4.831432
14502,002691.txt,Car,589.39,174.03,649.6,223.02,22.06,25.624146
14503,002691.txt,Car,0.0,191.7,232.46,374.0,7.33,6.2724485
14504,002691.txt,Car,120.91,189.17,355.73,307.13,10.26,11.382151
14505,002691.txt,Car,307.59,175.52,434.06,241.05,18.11,20.141876
14506,002691.txt,Car,443.65,185.8,552.21,252.57,15.81,18.161564
14507,002691.txt,Car,417.07,175.87,502.24,213.44,28.0,34.26507
14508,002691.txt,Van,826.59,0.0,1241.0,374.0,3.84,6.742109
14509,002691.txt,Pedestrian,841.27,175.74,882.61,308.75,8.69,9.314882
14510,002691.txt,Car,722.67,177.2,898.01,289.29,11.48,11.764566
14511,002691.txt,Car,691.34,180.89,801.11,248.84,16.27,17.947111
14512,002691.txt,Car,676.08,168.57,744.31,223.73,22.28,24.035934
14513,002691.txt,Car,643.23,175.03,677.44,201.17,40.33,45.109257
14514,002691.txt,Truck,635.67,142.65,681.08,195.54,50.79,52.35573
14515,002691.txt,Van,0.0,136.63,196.86,294.35,11.82,12.657977
14516,002691.txt,Car,593.36,171.71,631.67,206.66,33.46,35.478275
14517,002691.txt,Car,215.11,176.59,295.52,211.13,30.52,32.034184
14518,002692.txt,Car,312.83,186.58,443.18,275.82,13.62,15.357346
14519,002692.txt,Pedestrian,749.22,164.83,773.19,230.49,19.05,20.552559
14520,002692.txt,Car,496.59,177.17,579.97,206.14,39.19,38.90091
14521,002692.txt,Car,349.3,182.58,440.77,229.44,24.37,25.821125
14522,002692.txt,Car,617.71,174.7,703.66,201.34,42.76,43.513405
14523,002692.txt,Truck,307.78,155.89,419.78,209.3,50.56,52.98437
14524,002692.txt,Car,113.52,179.76,234.54,219.51,31.31,31.79276
14525,002693.txt,Pedestrian,256.45,166.92,335.34,333.9,7.4,7.934385
14526,002694.txt,Car,380.17,170.39,468.41,204.67,33.16,34.029064
14527,002694.txt,Pedestrian,738.15,163.54,750.04,193.43,45.51,44.12561
14528,002694.txt,Car,682.64,159.13,728.43,192.93,49.52,40.681255
14529,002694.txt,Car,711.53,165.59,757.22,191.46,51.09,49.635952
14530,002694.txt,Car,750.47,166.08,806.36,189.05,51.28,52.79754
14531,002694.txt,Van,886.08,157.48,947.34,188.92,51.67,45.498363
14532,002694.txt,Car,922.97,163.51,970.47,185.27,52.89,54.536304
14533,002694.txt,Car,962.93,160.64,1016.78,184.23,53.68,51.268898
14534,002695.txt,Misc,725.47,176.85,807.96,257.78,15.75,16.985378
14535,002695.txt,Car,656.36,188.82,690.58,215.86,41.57,42.49163
14536,002696.txt,Car,82.36,190.62,401.91,374.0,8.13,7.8902454
14537,002696.txt,Truck,441.39,130.34,543.86,234.65,26.16,23.487635
14538,002696.txt,Car,616.7,180.68,669.4,228.9,23.69,25.307817
14539,002696.txt,Pedestrian,604.13,175.6,625.8,227.59,23.65,25.014614
14540,002697.txt,Car,1065.52,156.74,1241.0,267.72,11.45,12.23985
14541,002697.txt,Car,960.64,158.68,1141.83,243.3,14.28,15.885447
14542,002697.txt,Car,1160.28,196.07,1241.0,374.0,0.93,3.1278186
14543,002697.txt,Car,797.03,181.26,1183.6,374.0,6.66,6.8606763
14544,002697.txt,Car,0.0,184.72,348.14,374.0,5.25,6.051088
14545,002697.txt,Van,234.0,141.4,466.81,307.91,10.84,11.308685
14546,002697.txt,Car,901.65,160.88,1048.53,228.36,17.2,19.584564
14547,002697.txt,Car,801.31,153.06,956.66,218.04,20.19,20.887592
14548,002697.txt,Van,779.29,148.02,964.92,211.04,22.84,24.337425
14549,002697.txt,Car,389.24,170.37,507.7,256.64,16.08,16.695263
14550,002697.txt,Car,451.11,173.21,530.17,232.53,21.81,22.2544
14551,002697.txt,Truck,592.48,122.65,685.84,207.37,35.61,36.77799
14552,002698.txt,Truck,600.11,131.15,662.54,206.74,39.28,39.291256
14553,002698.txt,Car,0.0,189.71,57.11,233.56,25.3,25.962116
14554,002698.txt,Car,45.38,186.96,136.54,225.01,30.77,32.876072
14555,002698.txt,Car,131.42,186.39,204.8,217.08,36.22,40.151897
14556,002698.txt,Car,190.31,185.72,255.37,211.84,41.32,43.382137
14557,002698.txt,Car,244.65,181.32,290.18,206.67,47.05,49.52295
14558,002698.txt,Car,275.45,182.13,315.31,203.06,51.75,54.471817
14559,002699.txt,Pedestrian,958.65,85.35,1237.0,373.0,2.62,4.2404375
14560,002699.txt,Pedestrian,174.97,140.69,411.84,373.0,4.54,4.427805
14561,002699.txt,Car,77.15,103.72,483.73,373.0,7.63,8.209326
14562,002699.txt,Van,406.3,138.62,547.95,266.25,14.33,16.17997
14563,002700.txt,Car,737.62,174.09,793.68,208.05,32.21,35.40872
14564,002700.txt,Truck,36.93,132.07,315.55,216.24,33.44,35.704185
14565,002701.txt,Car,618.42,170.53,679.49,222.87,23.19,25.315336
