filename,class,xmin,ymin,xmax,ymax,z_true
004021.txt,Pedestrian,881.86,137.11,952.75,301.79,8.82
004022.txt,Car,601.64,176.45,662.24,234.98,21.63
004022.txt,Car,736.02,182.18,848.19,260.75,15.03
004022.txt,Misc,980.08,144.36,1023.87,188.97,36.36
004022.txt,Pedestrian,766.76,173.35,792.15,264.39,13.18
004022.txt,Car,1146.68,159.94,1241.0,207.68,23.15
004023.txt,Van,164.65,156.65,400.28,262.32,15.05
004023.txt,Car,955.39,192.59,1106.1,294.55,12.35
004023.txt,Car,947.15,183.62,1058.37,257.69,17.45
004023.txt,Car,669.96,174.5,714.82,203.2,48.12
004023.txt,Car,915.54,180.34,960.82,221.45,29.01
004024.txt,Pedestrian,817.09,160.24,869.94,273.85,11.52
004024.txt,Pedestrian,748.06,175.46,784.37,259.36,13.56
004025.txt,Car,387.46,177.73,530.87,275.75,12.86
004025.txt,Car,495.62,174.88,559.61,222.95,22.91
004025.txt,Car,599.25,168.07,642.71,207.7,30.12
004025.txt,Car,561.18,165.6,595.36,196.46,38.58
004026.txt,Car,670.89,171.95,775.38,207.48,31.19
004026.txt,Car,647.94,172.91,703.37,193.79,53.27
004027.txt,Pedestrian,656.47,164.15,681.14,236.28,17.72
004027.txt,Pedestrian,681.43,160.89,709.76,235.6,17.94
004027.txt,Pedestrian,456.21,162.42,485.88,239.69,17.12
004027.txt,Cyclist,607.67,164.17,627.63,205.08,32.71
004028.txt,Pedestrian,575.74,164.5,607.41,252.27,14.69
004028.txt,Pedestrian,648.67,156.79,686.34,247.99,14.84
004028.txt,Pedestrian,320.43,165.58,350.43,245.33,16.76
004028.txt,Pedestrian,616.78,164.86,647.45,253.94,14.35
004028.txt,Pedestrian,748.0,143.17,853.66,336.32,7.08
004028.txt,Pedestrian,1161.47,133.81,1236.47,308.82,7.54
004028.txt,Pedestrian,702.33,155.22,731.33,253.79,13.4
004028.txt,Pedestrian,866.61,156.23,940.28,311.52,7.96
004028.txt,Car,384.89,157.47,540.69,269.21,13.98
004028.txt,Car,372.98,151.18,474.04,232.7,21.1
004028.txt,Van,432.31,156.86,494.38,216.76,27.75
004029.txt,Car,591.45,175.67,637.31,219.06,28.06
004029.txt,Car,1038.16,152.93,1241.0,374.0,4.68
004029.txt,Car,871.56,174.9,1133.58,337.88,8.37
004029.txt,Car,778.27,177.38,995.7,280.0,11.98
004029.txt,Car,475.89,179.61,512.39,202.32,46.08
004029.txt,Car,196.96,191.1,353.77,275.31,14.26
004029.txt,Car,689.79,170.53,812.81,222.09,22.75
004029.txt,Car,662.4,173.08,754.48,209.8,29.45
004029.txt,Van,641.7,167.16,711.74,199.64,44.11
004029.txt,Car,426.59,173.18,466.66,198.56,50.15
004029.txt,Car,448.4,174.65,481.04,196.38,56.61
004029.txt,Car,499.37,175.88,522.14,189.63,79.45
004029.txt,Car,404.63,175.21,430.24,194.13,57.87
004030.txt,Car,573.46,172.77,630.67,226.97,22.47
004031.txt,Car,577.16,176.65,631.78,228.63,23.52
004031.txt,Car,596.03,170.45,638.69,214.94,31.13
004031.txt,Car,1235.09,139.27,1241.0,374.0,0.4
004031.txt,Car,780.4,177.53,1024.95,341.63,8.42
004031.txt,Car,675.23,173.15,733.58,222.94,25.12
004031.txt,Car,655.38,176.73,703.68,214.92,31.04
004031.txt,Car,645.65,176.87,682.34,208.77,36.78
004031.txt,Car,314.32,186.18,362.78,205.79,59.36
004032.txt,Car,3.31,197.77,339.9,364.52,8.53
004032.txt,Car,1006.78,204.92,1241.0,374.0,3.52
004032.txt,Car,261.21,191.17,433.37,281.13,13.91
004032.txt,Car,787.7,183.69,1083.99,350.06,8.74
004032.txt,Car,472.66,180.26,526.75,218.02,29.68
004032.txt,Car,736.81,181.66,875.38,273.68,13.76
004032.txt,Car,713.22,181.22,798.89,244.15,19.29
004032.txt,Car,693.08,180.84,761.52,228.27,24.88
004032.txt,Car,494.94,180.37,543.21,213.9,34.36
004032.txt,Car,690.63,178.12,741.14,216.22,30.35
004033.txt,Car,813.77,194.78,1241.0,374.0,4.33
004033.txt,Car,718.33,182.58,949.01,329.41,9.01
004033.txt,Car,539.55,170.75,699.26,242.98,17.8
004034.txt,Car,0.0,215.06,295.43,374.0,4.9
004034.txt,Van,235.56,167.29,448.1,319.58,10.7
004034.txt,Car,490.47,184.76,552.0,227.9,27.3
004035.txt,Car,588.26,183.41,642.48,227.94,24.32
004035.txt,Car,33.71,184.24,324.61,368.19,7.44
004035.txt,Car,304.97,182.52,475.17,257.83,15.14
004035.txt,Car,363.7,179.96,494.87,244.4,18.12
004035.txt,Car,420.66,180.61,519.56,223.39,25.74
004035.txt,Van,444.04,153.88,556.6,215.25,28.23
004035.txt,Pedestrian,754.41,177.08,786.08,250.47,16.45
004035.txt,Car,948.12,173.39,1197.4,265.73,14.7
004035.txt,Car,595.35,180.31,629.59,211.54,37.22
004035.txt,Car,0.0,184.24,84.71,299.66,8.51
004035.txt,Van,1148.19,140.62,1241.0,270.85,15.0
004035.txt,Car,135.58,175.55,254.34,225.77,25.12
004035.txt,Car,234.97,183.42,309.0,215.25,30.85
004035.txt,Truck,379.81,158.56,441.67,202.46,53.13
004036.txt,Misc,866.54,227.71,964.03,298.23,10.58
004036.txt,Car,851.14,170.92,948.05,266.92,14.32
004036.txt,Car,709.97,176.16,756.59,208.44,34.67
004036.txt,Car,757.3,175.54,790.31,197.38,50.39
004037.txt,Truck,219.48,32.11,505.21,300.59,13.37
004037.txt,Car,531.63,178.26,563.33,205.76,46.31
004037.txt,Car,329.85,183.68,366.6,204.76,56.02
004037.txt,Car,584.59,178.13,621.82,215.22,34.13
004038.txt,Car,937.2,111.11,1241.0,374.0,3.84
004038.txt,Car,0.0,214.26,290.9,374.0,5.14
004038.txt,Car,323.57,200.48,459.44,287.48,13.3
004038.txt,Car,412.23,181.12,500.77,249.07,19.53
004038.txt,Truck,522.56,151.05,572.68,206.12,46.43
004038.txt,Car,606.21,177.5,641.44,209.28,35.11
004038.txt,Pedestrian,599.06,173.97,608.73,208.67,35.26
004039.txt,Pedestrian,247.88,178.28,322.67,374.0,5.54
004039.txt,Pedestrian,182.43,170.41,269.09,374.0,5.45
004039.txt,Pedestrian,785.11,150.92,838.72,289.28,10.36
004039.txt,Pedestrian,849.35,145.47,902.72,287.09,10.21
004039.txt,Cyclist,940.14,176.38,976.52,263.61,12.32
004039.txt,Cyclist,972.02,167.63,1010.4,254.22,13.99
004039.txt,Pedestrian,187.26,164.28,255.97,294.65,9.06
004040.txt,Car,555.32,173.33,574.64,190.41,72.53
004040.txt,Truck,588.39,160.24,615.94,190.07,75.86
004040.txt,Tram,297.71,132.38,467.46,221.13,34.63
004041.txt,Truck,598.62,159.58,629.27,192.77,68.81
004041.txt,Cyclist,275.02,184.7,295.67,210.83,46.24
004041.txt,Car,313.89,187.69,367.4,216.6,44.91
004041.txt,Cyclist,682.38,165.09,697.07,198.26,41.53
004042.txt,Car,592.97,175.07,616.19,197.43,55.77
004042.txt,Truck,623.72,160.92,655.29,190.55,76.34
004042.txt,Misc,339.11,168.77,381.88,206.89,53.9
004042.txt,Car,368.4,182.74,412.84,208.45,47.54
004043.txt,Car,434.96,183.48,491.75,240.68,23.63
004043.txt,Car,446.17,184.9,488.04,215.15,38.11
004044.txt,Car,333.62,181.02,443.21,222.26,27.66
004044.txt,Car,426.34,170.88,505.9,204.99,42.0
004044.txt,Car,490.37,175.98,536.99,194.87,60.51
004045.txt,Car,748.94,190.95,967.69,330.44,9.26
004045.txt,Car,0.0,185.3,213.4,366.93,6.72
004045.txt,Van,0.0,168.07,296.18,319.52,9.0
004045.txt,Car,168.53,176.19,379.57,268.62,13.87
004045.txt,Car,790.97,191.87,990.75,255.16,16.61
004045.txt,Car,774.81,177.31,922.31,241.95,19.13
004045.txt,Car,711.87,170.81,841.2,220.73,26.98
004045.txt,Misc,367.52,189.46,450.62,229.58,20.81
004045.txt,Car,320.66,150.52,464.32,223.97,23.07
004045.txt,Van,633.92,155.92,682.73,206.13,36.88
004045.txt,Car,404.31,173.52,507.13,207.69,32.64
004045.txt,Car,440.75,169.72,528.44,206.0,37.75
004045.txt,Van,623.49,157.01,654.87,193.68,54.36
004045.txt,Van,507.03,161.01,564.53,189.24,75.61
004046.txt,Car,571.07,178.28,618.25,223.78,27.4
004046.txt,Car,220.94,177.53,276.67,200.53,47.3
004046.txt,Car,300.08,177.07,339.39,195.75,60.96
004046.txt,Car,267.31,178.08,311.77,199.28,53.67
004047.txt,Car,163.86,187.1,371.84,253.16,17.69
004047.txt,Car,503.86,178.12,558.09,194.22,63.66
004048.txt,Truck,669.29,115.37,836.29,248.31,21.8
004048.txt,Car,109.19,192.33,236.53,247.64,22.06
004048.txt,Car,382.67,181.13,425.36,202.52,55.62
004049.txt,Pedestrian,547.91,146.85,635.36,327.21,7.55
004050.txt,Car,406.33,177.94,486.72,208.89,36.53
004051.txt,Car,238.12,207.91,445.17,350.91,10.43
004051.txt,Car,860.5,196.01,1241.0,374.0,4.74
004051.txt,Car,723.92,194.87,941.71,344.91,9.36
004051.txt,Car,676.83,196.33,798.78,279.19,15.44
004051.txt,Car,376.72,206.15,494.82,285.86,16.36
004051.txt,Car,438.9,203.27,506.89,259.61,22.04
004051.txt,Car,470.02,203.71,528.18,248.69,26.45
004051.txt,Car,666.3,193.9,745.37,251.96,21.64
004051.txt,Car,658.48,195.99,713.04,240.79,27.0
004051.txt,Car,824.79,173.61,919.59,218.3,34.37
004051.txt,Car,625.95,194.96,659.68,219.63,48.45
004051.txt,Car,555.61,193.65,590.69,209.19,78.14
004051.txt,Cyclist,541.53,196.22,557.51,212.92,73.56
004052.txt,Car,920.3,194.66,1241.0,374.0,3.61
004052.txt,Car,883.86,148.35,1095.55,333.1,9.23
004052.txt,Van,551.97,162.75,603.02,218.16,28.26
004052.txt,Van,830.74,131.6,1063.23,219.35,23.49
004052.txt,Car,359.58,180.03,432.11,222.25,27.91
004052.txt,Car,267.02,165.09,356.6,223.08,27.9
004052.txt,Car,481.14,170.09,520.44,201.84,34.69
004052.txt,Car,702.67,169.07,774.6,209.3,29.64
004052.txt,Van,625.95,149.27,660.42,186.15,57.16
004052.txt,Car,753.05,167.44,828.02,210.17,30.24
004052.txt,Van,1108.62,135.83,1241.0,202.4,30.26
004052.txt,Truck,581.64,136.55,617.87,188.23,54.06
004052.txt,Misc,163.71,197.23,304.98,229.45,27.35
004052.txt,Car,110.69,184.07,224.79,228.55,27.88
004052.txt,Car,0.0,188.88,98.89,229.29,27.71
004052.txt,Misc,55.65,187.83,142.09,225.94,27.67
004052.txt,Misc,38.53,170.83,92.54,210.21,38.32
004053.txt,Pedestrian,90.36,132.66,181.69,300.84,8.71
004054.txt,Car,559.16,183.95,615.16,229.69,23.76
004054.txt,Car,300.8,179.11,464.14,246.96,18.99
004054.txt,Car,415.89,178.43,510.73,215.08,30.45
004054.txt,Car,440.03,180.75,521.18,212.05,33.42
004054.txt,Car,534.83,179.92,571.69,204.51,39.04
004054.txt,Misc,172.73,202.52,303.39,299.38,9.98
004054.txt,Misc,6.08,200.6,177.17,300.56,9.77
004054.txt,Car,811.56,198.27,1241.0,374.0,6.43
004054.txt,Van,644.7,150.5,721.26,222.35,27.27
004054.txt,Car,579.66,177.97,618.83,213.71,32.76
004055.txt,Pedestrian,672.44,162.3,702.04,247.7,15.03
004055.txt,Pedestrian,706.0,155.96,737.81,244.42,15.22
004055.txt,Pedestrian,436.51,162.32,474.7,252.85,14.69
004055.txt,Cyclist,588.01,162.42,611.95,214.48,25.89
004056.txt,Car,235.34,174.01,289.59,199.03,44.49
004056.txt,Car,572.7,171.01,615.06,213.21,30.27
004057.txt,Car,94.0,182.83,264.52,248.4,18.4
004057.txt,Car,695.01,174.02,734.08,206.25,34.49
004057.txt,Car,801.18,169.78,848.06,186.03,65.54
004057.txt,Pedestrian,562.85,171.7,570.42,196.48,50.6
004057.txt,Car,885.18,164.99,937.25,183.82,63.73
004057.txt,Van,1049.91,159.06,1111.04,181.83,60.38
004058.txt,Car,126.47,192.41,365.16,340.41,10.04
004058.txt,Cyclist,850.16,127.66,970.7,326.72,8.04
004058.txt,Car,544.12,176.82,561.92,191.69,76.47
004059.txt,Car,490.06,180.49,549.96,220.39,27.7
004060.txt,Car,753.33,190.34,1207.55,344.89,8.33
004061.txt,Car,580.5,176.27,618.97,211.35,35.06
004061.txt,Van,0.0,91.52,207.64,338.65,8.24
004061.txt,Car,161.98,185.43,324.22,264.56,15.76
004061.txt,Misc,479.53,156.31,545.56,219.78,30.02
004061.txt,Misc,326.61,116.92,503.57,273.48,14.99
004061.txt,Truck,527.85,138.57,572.4,200.58,55.42
004062.txt,Car,518.15,163.51,739.93,373.72,7.02
004062.txt,Car,377.66,185.04,417.57,205.03,53.07
004062.txt,Car,334.49,187.97,374.02,208.33,52.05
004062.txt,Car,424.72,181.12,463.38,201.17,53.66
004062.txt,Car,947.42,174.5,1085.14,218.56,27.65
004062.txt,Car,822.85,165.39,997.78,227.65,21.49
004062.txt,Van,339.3,163.66,450.3,212.57,38.27
004062.txt,Car,187.11,187.44,364.43,246.7,19.73
004062.txt,Car,0.0,202.88,48.51,254.4,21.64
004063.txt,Car,0.0,234.42,146.91,374.0,4.46
004063.txt,Car,741.11,153.76,1054.8,362.81,7.81
004063.txt,Car,27.52,199.23,337.67,358.55,9.53
004063.txt,Car,625.13,180.25,711.44,240.45,19.94
004063.txt,Car,400.8,188.79,467.5,232.78,25.57
004063.txt,Car,597.58,180.05,642.64,217.93,30.09
004063.txt,Car,433.11,179.42,484.58,217.82,34.71
004063.txt,Car,463.96,180.88,497.61,206.29,48.48
004063.txt,Car,581.9,177.12,614.03,203.79,45.85
004064.txt,Car,585.28,176.25,612.33,202.99,46.81
004064.txt,Van,341.84,173.11,412.6,220.28,31.33
004064.txt,Car,535.8,177.51,567.12,206.66,42.6
004064.txt,Car,458.31,182.56,485.97,202.39,57.41
004065.txt,Car,301.67,178.58,480.4,290.82,11.49
004065.txt,Cyclist,1154.66,125.54,1223.0,216.66,13.77
004065.txt,Cyclist,1051.4,134.72,1135.78,204.8,19.33
004065.txt,Pedestrian,573.64,156.19,607.42,228.7,18.29
004065.txt,Cyclist,822.32,152.35,868.76,194.04,29.72
004065.txt,Pedestrian,398.78,155.99,427.38,238.76,15.79
004065.txt,Cyclist,871.27,149.48,900.58,197.51,26.3
004065.txt,Pedestrian,183.54,177.52,219.29,238.73,20.24
004065.txt,Pedestrian,166.62,181.26,197.83,240.47,19.71
004065.txt,Cyclist,285.42,167.79,370.43,244.82,16.38
004065.txt,Pedestrian,206.3,177.25,237.6,238.82,18.83
004065.txt,Pedestrian,167.37,172.47,208.05,249.66,17.01
004065.txt,Pedestrian,305.13,163.59,328.19,239.67,18.48
004065.txt,Car,1161.86,134.3,1223.0,176.25,27.33
004065.txt,Car,1048.54,149.1,1184.21,184.86,27.21
004066.txt,Car,0.0,191.89,139.78,280.51,13.26
004066.txt,Car,639.13,177.56,678.25,211.96,30.83
004066.txt,Car,592.75,171.19,633.53,203.49,38.42
004066.txt,Car,658.04,171.57,688.6,200.06,41.38
004066.txt,Car,940.23,155.93,1043.71,191.18,31.66
004066.txt,Car,903.95,155.93,993.44,189.35,34.86
004067.txt,Car,0.0,187.39,199.31,315.97,12.04
004067.txt,Car,254.45,187.93,370.86,244.71,21.42
004067.txt,Tram,700.46,153.75,738.34,188.57,81.07
004067.txt,Car,359.25,176.71,433.9,226.48,28.24
004067.txt,Car,408.99,184.84,461.28,218.65,33.3
004067.txt,Car,434.9,178.87,488.5,214.3,38.15
004067.txt,Car,486.21,181.06,524.03,205.49,47.73
004068.txt,Truck,592.92,165.95,620.56,195.88,75.63
004068.txt,Car,766.12,183.84,930.5,254.34,16.61
004068.txt,Car,186.49,193.7,266.1,231.11,32.76
004068.txt,Van,292.61,184.44,359.83,217.39,43.1
004068.txt,Cyclist,56.53,200.9,89.39,237.41,36.26
004069.txt,Car,370.08,186.52,497.94,276.56,13.78
004069.txt,Car,542.85,178.17,572.58,204.1,45.36
004069.txt,Car,309.04,175.78,352.02,203.46,52.57
004069.txt,Truck,567.56,161.69,591.15,192.83,82.36
004069.txt,Car,592.11,177.68,632.75,218.15,31.46
004070.txt,Car,241.05,174.22,295.59,203.3,44.75
004070.txt,Car,315.32,175.41,351.18,195.91,55.84
004070.txt,Car,573.42,173.09,610.09,209.63,34.63
004071.txt,Car,595.29,174.9,638.88,216.12,29.43
004071.txt,Car,1044.36,165.21,1241.0,374.0,5.48
004071.txt,Car,823.89,177.46,1087.21,329.62,8.82
004071.txt,Car,750.87,168.41,947.69,280.13,12.27
004071.txt,Car,723.05,173.31,892.5,250.44,15.87
004071.txt,Car,701.4,168.64,843.73,235.34,19.45
004071.txt,Car,684.39,174.35,790.73,215.6,26.72
004071.txt,Car,493.28,181.14,525.01,203.98,46.06
004071.txt,Car,661.77,172.98,739.17,203.35,37.43
004071.txt,Car,647.19,174.22,710.34,198.19,44.21
004071.txt,Van,638.96,168.81,691.52,192.89,58.7
004071.txt,Car,473.77,175.57,502.16,195.09,64.55
004071.txt,Car,451.71,177.11,470.47,192.13,72.51
004072.txt,Car,617.8,183.45,701.72,212.52,38.25
004073.txt,Pedestrian,695.17,145.87,769.86,306.25,8.39
004074.txt,Car,1005.53,139.01,1196.09,198.38,19.51
004074.txt,Car,502.9,173.34,548.39,207.23,33.62
004074.txt,Cyclist,679.21,162.29,713.86,195.04,38.33
004074.txt,Cyclist,619.37,166.41,651.75,198.72,41.56
004074.txt,Cyclist,357.66,177.26,389.2,216.26,31.85
004074.txt,Pedestrian,440.51,173.23,468.38,209.46,37.95
004075.txt,Car,283.03,187.23,477.67,319.31,10.39
004076.txt,Truck,559.76,108.82,648.24,216.0,29.28
004076.txt,Car,13.99,193.41,123.04,229.62,31.32
004076.txt,Car,97.41,188.62,175.62,221.84,35.93
004077.txt,Car,552.44,170.84,713.33,325.86,9.35
004077.txt,Cyclist,293.14,175.99,316.1,207.38,41.9
004077.txt,Car,405.0,180.65,449.7,205.3,45.9
004078.txt,Car,832.5,191.01,1218.94,369.0,6.74
004078.txt,Car,768.21,178.88,945.17,284.07,12.66
004078.txt,Car,317.56,170.46,399.78,216.42,30.77
004078.txt,Car,527.14,178.43,556.52,196.24,62.47
004078.txt,Car,705.87,176.56,755.71,224.54,24.67
004078.txt,Car,698.78,179.92,746.89,218.87,29.66
004078.txt,Car,690.2,180.31,725.22,211.92,35.62
004078.txt,Car,675.86,179.51,698.89,200.19,52.16
004079.txt,Car,450.55,178.95,702.9,265.0,13.92
004080.txt,Car,770.49,172.76,822.76,218.36,26.62
004081.txt,Cyclist,261.87,179.12,288.1,209.91,42.34
004081.txt,Car,256.33,185.5,324.19,216.96,35.95
004081.txt,Van,311.57,171.77,364.63,203.61,52.42
004081.txt,Misc,354.38,178.11,383.66,200.6,58.3
004082.txt,Car,569.63,175.8,657.42,255.74,16.44
004082.txt,Car,272.69,190.35,425.78,279.61,13.35
004082.txt,Car,192.67,183.36,335.02,252.49,17.84
004082.txt,Car,414.69,181.73,499.72,235.09,21.78
004082.txt,Misc,457.12,127.65,547.48,217.29,33.94
004082.txt,Misc,538.51,150.16,571.32,194.52,69.98
004082.txt,Car,0.0,185.12,171.52,252.73,17.97
004082.txt,Van,342.23,169.26,402.84,207.93,37.23
004082.txt,Car,641.3,182.4,671.95,200.93,57.65
004082.txt,Car,698.69,184.36,721.25,198.72,78.35
004083.txt,Car,598.38,176.95,629.7,207.1,41.75
004083.txt,Truck,661.49,164.63,715.54,195.69,73.06
004083.txt,Car,111.51,198.98,236.48,255.85,22.13
004083.txt,Car,370.16,186.86,417.06,214.58,43.39
004083.txt,Car,326.12,191.2,371.51,216.07,45.3
004083.txt,Misc,424.34,171.77,454.13,201.4,71.91
004084.txt,Car,569.28,178.02,619.66,226.78,25.68
004084.txt,Car,9.99,205.28,264.57,325.92,11.08
004084.txt,Car,406.46,186.89,501.92,250.56,19.19
004084.txt,Van,797.29,167.3,836.51,190.08,65.81
004084.txt,Truck,828.12,159.57,884.51,191.92,55.23
004085.txt,Pedestrian,1145.15,120.13,1223.0,369.0,4.32
004085.txt,Pedestrian,1113.44,96.15,1223.0,369.0,3.55
004085.txt,Car,690.86,162.03,724.95,196.57,41.64
004085.txt,Pedestrian,667.48,162.42,682.48,209.35,27.74
004085.txt,Pedestrian,651.01,164.39,667.01,210.74,27.51
004086.txt,Car,591.25,169.94,651.8,219.16,21.95
004086.txt,Car,212.08,174.84,454.82,288.6,10.54
004086.txt,Car,370.35,167.18,491.66,229.53,18.61
004086.txt,Car,406.18,167.69,521.83,219.69,21.6
004086.txt,Car,453.39,166.81,545.63,202.92,29.27
004086.txt,Van,504.04,148.49,579.78,188.13,42.49
004086.txt,Car,895.77,186.56,1241.0,374.0,6.41
004086.txt,Car,782.08,179.61,968.5,281.38,11.71
004086.txt,Car,734.36,156.73,854.34,240.13,17.0
004086.txt,Pedestrian,696.34,164.49,715.68,204.91,29.42
004086.txt,Car,791.64,161.64,909.28,206.71,28.79
004086.txt,Car,0.0,176.12,124.67,296.18,8.56
004086.txt,Car,79.11,169.48,281.16,253.96,14.01
004086.txt,Car,599.03,163.19,634.86,195.88,35.65
004086.txt,Car,219.37,165.7,337.26,229.49,18.38
004086.txt,Car,292.3,164.72,388.96,214.44,22.19
004086.txt,Van,905.28,141.01,1084.21,207.82,28.94
004087.txt,Van,539.83,129.51,639.05,201.73,29.99
004087.txt,Car,391.08,170.77,438.97,209.1,31.22
004088.txt,Car,598.4,174.97,658.57,233.1,21.77
004088.txt,Car,711.36,180.56,791.79,239.71,19.32
004088.txt,Misc,945.37,146.3,982.67,186.2,40.55
004088.txt,Pedestrian,732.68,172.13,747.68,240.71,17.42
004088.txt,Car,1070.26,163.28,1191.21,203.98,27.4
004088.txt,Car,1181.66,147.98,1241.0,208.87,21.71
004089.txt,Car,582.11,175.77,600.42,190.28,65.16
004089.txt,Car,222.24,184.59,363.13,258.95,16.54
004090.txt,Pedestrian,311.73,168.65,347.07,264.9,13.3
004090.txt,Car,0.0,189.7,195.45,297.21,11.42
004090.txt,Van,443.88,165.41,571.38,225.95,23.76
004090.txt,Truck,769.28,128.38,1073.26,204.28,31.42
004090.txt,Car,718.82,174.64,736.68,190.03,72.12
004090.txt,Car,285.6,180.69,356.62,207.81,41.5
004090.txt,Car,560.9,178.03,589.07,197.24,56.91
004090.txt,Car,514.25,178.85,547.5,198.45,57.46
004090.txt,Car,578.33,176.75,601.29,194.57,62.8
004091.txt,Car,0.0,201.43,403.44,374.0,7.23
004091.txt,Van,348.67,172.61,480.73,266.34,15.4
004091.txt,Car,507.69,177.71,549.18,210.78,32.52
004091.txt,Van,521.36,166.73,559.59,202.72,38.74
004092.txt,Car,139.85,185.69,373.56,321.86,10.74
004092.txt,Cyclist,477.98,173.5,510.79,237.62,21.92
004092.txt,Cyclist,508.65,175.12,533.83,234.3,22.42
004092.txt,Car,430.37,181.79,501.4,225.68,26.94
004092.txt,Cyclist,532.47,175.54,548.17,211.79,36.49
004092.txt,Car,640.38,176.84,669.76,200.97,47.7
004092.txt,Car,754.21,172.37,1074.42,374.0,7.29
004093.txt,Pedestrian,352.19,142.48,408.62,333.42,7.26
004094.txt,Car,0.0,161.31,244.75,374.0,7.33
004094.txt,Pedestrian,803.95,166.12,833.28,240.82,17.59
004094.txt,Pedestrian,762.32,172.49,777.98,217.81,27.32
004094.txt,Pedestrian,748.43,168.34,765.76,218.13,27.3
004095.txt,Car,0.0,215.24,112.28,374.0,6.05
004095.txt,Van,0.0,160.99,309.85,348.43,8.43
004095.txt,Car,880.73,180.61,1129.85,278.6,12.5
004095.txt,Car,656.56,185.11,722.87,230.39,24.75
004095.txt,Car,130.16,196.52,354.98,285.73,13.47
004095.txt,Car,191.97,194.45,390.28,269.1,15.82
004095.txt,Car,298.4,189.78,457.66,244.51,20.6
004095.txt,Car,632.12,183.14,678.85,215.41,34.59
004096.txt,Car,0.0,152.05,114.52,326.83,7.62
004096.txt,Car,0.0,141.45,229.72,290.03,10.12
004096.txt,Car,95.3,157.21,301.93,242.37,16.39
004096.txt,Car,155.71,174.28,326.0,235.56,19.21
004096.txt,Car,202.31,168.95,343.21,220.35,22.49
004096.txt,Car,468.33,172.45,514.03,203.84,40.45
004097.txt,Car,565.53,173.75,618.82,225.33,24.37
004097.txt,Car,527.81,172.89,545.03,186.28,78.01
004098.txt,Car,0.0,217.63,151.35,374.0,5.23
004098.txt,Car,843.79,179.6,1241.0,374.0,5.37
004098.txt,Car,351.03,183.41,450.36,246.51,20.02
004098.txt,Car,711.69,173.71,846.59,264.96,13.86
004098.txt,Car,687.24,173.14,776.56,236.49,19.33
004098.txt,Car,415.59,182.99,478.56,228.91,25.08
004098.txt,Pedestrian,735.79,156.75,751.57,208.62,27.79
004098.txt,Pedestrian,751.9,156.78,769.01,208.56,27.48
004099.txt,Tram,676.1,148.74,726.26,185.94,76.63
004099.txt,Car,0.0,198.71,199.85,301.88,12.49
004099.txt,Car,146.69,181.62,313.76,266.16,17.32
004099.txt,Car,339.46,183.09,419.42,228.02,27.03
004099.txt,Car,390.97,183.16,453.08,219.27,32.21
004099.txt,Car,485.41,177.5,520.45,201.08,52.02
004099.txt,Cyclist,834.59,159.31,854.05,194.33,37.56
004100.txt,Car,577.65,178.48,611.18,209.04,39.96
004100.txt,Van,0.0,0.0,158.8,375.0,2.11
004100.txt,Car,0.0,193.97,146.24,316.35,9.69
004100.txt,Car,124.76,181.4,303.0,267.91,15.87
004100.txt,Misc,284.35,221.2,397.57,293.05,11.2
004100.txt,Car,331.34,188.7,464.8,271.39,14.81
004100.txt,Car,304.19,189.81,392.73,232.05,23.75
004100.txt,Car,447.01,184.16,510.21,227.34,25.93
004100.txt,Car,400.04,181.67,451.88,217.76,34.43
004100.txt,Car,482.96,183.0,526.73,213.8,36.03
004100.txt,Misc,533.4,170.96,557.67,198.12,60.71
004100.txt,Van,279.76,172.08,360.98,220.36,31.48
004101.txt,Car,572.23,187.4,621.31,227.37,25.41
004101.txt,Car,506.25,185.77,554.91,218.54,32.97
004101.txt,Car,369.14,186.5,411.15,209.58,42.6
004101.txt,Car,2.51,186.47,185.85,264.51,16.65
004101.txt,Van,598.05,168.84,622.12,201.59,52.7
004102.txt,Car,583.8,173.92,613.44,200.97,40.49
004102.txt,Car,946.97,180.24,1206.57,296.96,10.88
004102.txt,Car,691.95,169.79,831.95,218.81,23.74
004102.txt,Car,689.28,170.36,811.84,213.4,26.3
004102.txt,Car,670.54,171.45,768.58,205.28,33.84
004103.txt,Pedestrian,986.65,144.65,1042.98,289.74,9.39
004104.txt,Car,545.7,184.42,593.38,222.79,26.13
004104.txt,Car,492.15,180.25,529.25,208.71,37.09
004104.txt,Car,762.35,183.53,823.71,208.33,42.5
004104.txt,Car,870.98,185.51,939.09,212.37,45.81
004104.txt,Van,551.51,163.53,577.15,197.08,51.51
004105.txt,Car,139.42,191.92,290.93,264.52,18.62
004105.txt,Car,334.39,187.03,393.08,227.0,30.97
004105.txt,Truck,409.63,155.63,470.56,209.53,49.85
004105.txt,Car,572.47,180.47,589.86,194.25,68.52
004106.txt,Cyclist,697.33,165.26,809.33,266.47,12.8
004106.txt,Car,555.61,179.43,661.44,215.75,31.84
004106.txt,Car,655.0,180.23,688.72,206.86,48.52
004107.txt,Car,570.22,175.75,621.46,222.47,26.81
004107.txt,Misc,0.0,30.1,397.47,375.0,6.42
004107.txt,Car,290.47,190.1,458.22,290.27,12.24
004107.txt,Car,370.26,181.64,434.66,219.87,28.6
004107.txt,Truck,443.3,94.87,554.76,227.26,30.33
004108.txt,Car,589.13,174.86,615.82,201.24,47.42
